Name,Cuisines,Area,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,cui_North_Indian,cui_Beverages,cui_Chinese,cui_Desserts,cui_Fast_Food,cui_Biryani,cui_South_Indian,cui_Street_Food,cui_Shake,cui_Mughlai,cui_Ice_Cream,cui_Bakery,cui_Pizza,cui_Burger,cui_Rolls,cui_Seafood,cui_Kebab,cui_Sandwich,cui_Momos,cui_Andhra,CuisineListStr
Yumlane Pizza,"Pizza, Fast Food, Desserts, Beverages",Indiranagar,1,0,0,0,,0,3.9,1095,250,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food|Desserts|Beverages
Mad Over Donuts,"Desserts, Beverages",Indiranagar,1,1,0,1,,0,3.9,201,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts|Beverages
Bakingo,"Bakery, Desserts",Thippasandra,1,0,0,0,,0,4.3,72,350,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Sattvam,"North Indian, South Indian",Whitefield,1,1,1,1,4.3,402,4.0,394,1500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian
Starbucks Coffee,"Coffee, Desserts, Beverages",Indiranagar,1,1,1,0,4.3,662,4.2,417,600,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Desserts|Beverages
Madurai Idly Shop,"South Indian, Chinese",Indiranagar,1,1,1,1,3.7,826,4.0,2471,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese
Aligarh House,"Biryani, North Indian, Kebab, Desserts, Beverages",Indiranagar,1,1,0,0,,0,3.9,403,250,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|North Indian|Kebab|Desserts|Beverages
Samosa Party,"Fast Food, Beverages, Burger, Tea",Jeevan Bhima Nagar,1,1,1,0,4.1,385,4.1,3967,200,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fast Food|Beverages|Burger|Tea
Delicacy,"Chinese, Thai",Frazer Town,1,1,1,0,3.8,270,4.0,7822,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai
Rolls On Wheels,"Rolls, Chinese, North Indian",Indiranagar,1,1,1,0,3.0,85,4.2,1528,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls|Chinese|North Indian
Laddoos,"Mithai, North Indian, Beverages, Fast Food, Street Food, Desserts",Jeevan Bhima Nagar,1,1,1,1,2.9,202,3.9,3338,300,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|North Indian|Beverages|Fast Food|Street Food|Desserts
Chinese Wok - Wok Express,"Momos, Chinese",Indiranagar,1,0,0,0,,0,3.5,150,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Chinese
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages",Indiranagar,1,0,0,0,,0,3.4,220,250,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|North Indian|Desserts|Beverages
Peetuk,"Bengali, Biryani, Rolls",Domlur,1,1,0,0,,0,3.8,1434,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengali|Biryani|Rolls
Ghee And Turmeric,"North Indian, Mughlai",Indiranagar,1,0,0,0,,0,4.0,486,350,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai
The Hangout,"Pizza, Burger, Fast Food, Sandwich, Rolls",MG Road,1,1,1,0,3.0,1,2.9,45,300,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Pizza|Burger|Fast Food|Sandwich|Rolls
Magnolia Bakery,"Bakery, Desserts",Indiranagar,1,1,1,0,4.2,852,4.4,3391,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
RS Shiv Sagar,"North Indian, South Indian, Asian, Continental, Chinese, Desserts",MG Road,1,1,1,0,4.1,340,3.7,515,500,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Asian|Continental|Chinese|Desserts
IDC Kitchen,South Indian,Indiranagar,1,1,1,0,3.5,11,4.0,327,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Itminaan Biryani - Dum Pukht,"Biryani, Mughlai, North Indian",Indiranagar,1,0,0,0,,0,4.0,495,250,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|Mughlai|North Indian
Dum Biryani Adda,"Biryani, North Indian",Jeevan Bhima Nagar,1,0,0,0,,0,4.2,2789,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|North Indian
Chowman,"Chinese, Asian, Thai, Oriental",Indiranagar,1,1,1,0,4.1,180,3.9,2580,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Asian|Thai|Oriental
Just Shawarma,"Lebanese, Fast Food, Beverages",Indiranagar,1,1,0,0,,0,4.1,497,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanese|Fast Food|Beverages
Udupi Krishna Grand,"South Indian, North Indian, Street Food, Biryani, Beverages, Chinese, Shake",Kalyan Nagar,1,1,1,1,3.4,10,3.9,1758,500,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Street Food|Biryani|Beverages|Chinese|Shake
Orbis Restaurant,"Mughlai, Biryani, North Indian, Arabian, Chinese, Beverages, Desserts",Indiranagar,1,1,1,0,3.7,138,3.7,5764,750,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|Biryani|North Indian|Arabian|Chinese|Beverages|Desserts
Sri Udupi Grand,"South Indian, North Indian, Chinese, Beverages, Shake",Brigade Road,1,1,1,0,3.7,80,3.7,2390,300,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Beverages|Shake
Empire Juices And Ice Creams,"Shake, Ice Cream, Desserts, Beverages",Indiranagar,1,0,0,0,,0,3.7,1433,100,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Shake|Ice Cream|Desserts|Beverages
Ambur Dum Biriyani,"Biryani, Kebab",Indiranagar,1,1,1,0,3.1,24,3.2,49,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab
Donne Biriyani Mane,"Biryani, South Indian, Chinese, North Indian",CV Raman Nagar,1,1,1,0,3.0,28,3.5,418,400,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Chinese|North Indian
The Good Bowl,"North Indian, Mughlai",Indiranagar,1,1,0,0,,0,3.9,2740,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai
UBQ By Barbeque Nation,"North Indian, Kebab, BBQ, Biryani",Indiranagar,1,0,0,0,,0,3.7,2559,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North Indian|Kebab|BBQ|Biryani
ibaco,Desserts,Indiranagar,1,1,1,1,4.1,306,4.4,559,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
NH1 Bowls - Highway To North,"North Indian, Kebab, Desserts",Indiranagar,1,0,0,0,,0,4.1,174,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North Indian|Kebab|Desserts
Sangam Sweets,"Mithai, Street Food, Fast Food",Koramangala 3rd Block,1,1,1,1,3.5,72,4.2,1070,250,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food|Fast Food
Snack House,"Street Food, Momos",Thippasandra,1,1,0,0,,0,4.3,7239,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Street Food|Momos
Juice Junction,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food",St. Marks Road,1,1,1,1,3.9,121,4.0,753,250,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,Juices|Beverages|Sandwich|Fast Food|Shake|Rolls|Healthy Food|Street Food
Keventers - Milkshakes & Desserts,"Beverages, Desserts, Ice Cream, Shake","Garuda Mall, Magrath Road",1,1,1,1,3.3,19,3.9,575,200,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Beverages|Desserts|Ice Cream|Shake
Sangam Mess,"South Indian, Biryani, North Indian, Chinese, Seafood, Beverages",Kammanahalli,1,1,1,0,4.2,340,4.2,3483,300,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,South Indian|Biryani|North Indian|Chinese|Seafood|Beverages
Roti Ghar Ki,North Indian,CV Raman Nagar,1,0,0,1,,0,3.6,1494,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Shahi Family Restaurant,"North Indian, Chinese, South Indian, Biryani",Ulsoor,1,1,1,0,3.7,417,3.6,12200,450,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|South Indian|Biryani
"Frozen Bottle - Milkshakes, Desserts and Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",Indiranagar,1,1,0,1,,0,4.2,5204,200,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Beverages|Desserts|Ice Cream|Waffle|Bakery|Healthy Food
AB's - Absolute Barbecues,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages",Marathahalli,1,1,1,0,4.7,14900,3.4,516,1200,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Mangalorean|BBQ|Street Food|Desserts|Salad|Beverages
Odia Dine,"North Indian, Odia",Old Airport Road,1,1,1,0,3.9,147,4.1,6584,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Odia
Motis Kitchen,"South Indian, Kerala, Chinese, Seafood, Chettinad, North Indian",Thippasandra,1,1,1,0,4.2,497,4.1,25200,350,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,South Indian|Kerala|Chinese|Seafood|Chettinad|North Indian
Bullet Biryani,"Biryani, Fast Food",Indiranagar,1,0,0,0,,0,4.0,20,150,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Fast Food
New Tandoor,"North Indian, Chinese, Mughlai, Rolls, Biryani, Seafood",CV Raman Nagar,1,1,1,0,3.6,272,3.8,6169,600,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,North Indian|Chinese|Mughlai|Rolls|Biryani|Seafood
Taj Hotel,"Mughlai, Chinese, South Indian, North Indian",Shivajinagar,1,1,1,0,3.5,168,4.0,1084,500,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|Chinese|South Indian|North Indian
New Punjabi Hotel,"North Indian, Chinese",Indiranagar,1,1,1,0,3.6,167,3.9,3478,400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts",Indiranagar,1,1,0,0,,0,4.1,1589,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Kailash Parbat,"Chinese, North Indian, Street Food, Fast Food, Desserts, Beverages",Indiranagar,1,1,1,0,3.3,76,3.8,338,1100,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Street Food|Fast Food|Desserts|Beverages
EasyBites by Empire,"Burger, Fast Food, Beverages",Brigade Road,1,1,0,0,,0,4.0,108,100,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger|Fast Food|Beverages
Kaati Zone Rolls And Wraps,"Rolls, Sandwich",Indiranagar,1,0,0,0,,0,4.0,1704,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Rolls|Sandwich
7 Plates,"North Indian, Mughlai, Rolls, Chinese",Frazer Town,1,1,0,0,,0,4.2,2732,200,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,North Indian|Mughlai|Rolls|Chinese
Hotel Navayuga,"Andhra, Biryani",Majestic,1,1,1,0,4.2,278,4.3,2110,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra|Biryani
Siddique Kabab Centre,"Mughlai, Chinese, North Indian, Rolls",Frazer Town,1,1,1,0,4.0,548,4.0,8788,400,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Mughlai|Chinese|North Indian|Rolls
Auntie Fung's,"Asian, Thai, Vietnamese, Japanese, Indonesian, Chinese, Korean, Burmese",Indiranagar,1,0,0,0,,0,4.1,607,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian|Thai|Vietnamese|Japanese|Indonesian|Chinese|Korean|Burmese
Moriz Nano Restaurant,"North Indian, Chinese, Arabian, Mughlai, Fast Food, Beverages, Shake",Ulsoor,1,1,1,0,3.2,216,3.3,1171,700,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Arabian|Mughlai|Fast Food|Beverages|Shake
Biryani Day,"North Indian, Chinese, Biryani",Marathahalli,1,1,1,0,3.9,440,4.0,34400,700,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani
Five Star Chicken & Koli Hut,"Fast Food, Kebab, Chettinad",CV Raman Nagar,1,1,1,0,3.5,2,4.2,195,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fast Food|Kebab|Chettinad
Just Bake,"Bakery, Desserts, Fast Food",Marathahalli,1,1,1,0,3.0,79,3.8,106,350,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts|Fast Food
Zaatar,"BBQ, Arabian, Salad, Chinese, North Indian, Mughlai, Desserts, Beverages",Old Madras Road,1,1,1,0,4.1,677,4.0,10400,1000,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BBQ|Arabian|Salad|Chinese|North Indian|Mughlai|Desserts|Beverages
Malabar Hotel,"Kerala, Chinese, North Indian",Kaggadasapura,1,1,1,0,3.8,53,3.9,1596,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala|Chinese|North Indian
Ammas Donne Biriyani House,Biryani,Indiranagar,1,0,0,0,,0,3.3,1691,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani
Tawakkal Mubarak Hotel,"Mughlai, Biryani",Old Airport Road,1,1,1,0,3.0,10,3.8,1197,350,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|Biryani
The Red Box,"Chinese, Thai",Indiranagar,1,1,0,0,,0,3.8,3109,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai
Biryani Blues,"Biryani, Kebab, Hyderabadi",Church Street,1,0,0,0,,0,3.6,280,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab|Hyderabadi
Aubree,"Fast Food, Italian, Thai",MG Road,1,1,1,0,3.4,27,4.3,371,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Italian|Thai
The Pizza Bakery - Brew & Eatery,"Pizza, Pasta, Italian, Continental, Fast Food, Salad, Desserts, Beverages",Indiranagar,1,1,1,0,4.6,2547,4.2,3125,800,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Pasta|Italian|Continental|Fast Food|Salad|Desserts|Beverages
Momoz,"Chinese, Momos, Burger",Jeevan Bhima Nagar,1,1,0,0,,0,3.4,534,200,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Chinese|Momos|Burger
The Dessert Zone,"Desserts, Bakery",Domlur,1,0,0,0,,0,4.0,42,200,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
Nando's,"Fast Food, Burger, Portuguese",Indiranagar,1,1,1,0,4.5,3977,4.2,3077,800,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fast Food|Burger|Portuguese
Chef Bakers,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts",Marathahalli,1,1,1,0,,2,3.5,40,400,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Bakery|Fast Food|Pizza|Sandwich|Burger|Desserts
Bhartiya Jalpan,"North Indian, Street Food, Desserts, Beverages",Indiranagar,1,1,1,1,4.1,1623,4.0,6037,350,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Street Food|Desserts|Beverages
Mainland China,"Chinese, Asian, Seafood, Beverages",Church Street,1,1,1,0,4.4,2134,4.4,703,1800,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chinese|Asian|Seafood|Beverages
Hyderabad Chefs,"Andhra, North Indian, Chinese, Biryani","KBR Mall, Marathahalli",1,1,1,0,4.2,791,3.9,7210,650,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra|North Indian|Chinese|Biryani
Toscano,"Italian, Pizza, Salad, Continental, Desserts, Beverages",Church Street,1,1,1,0,2.9,7,4.0,34,1200,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Italian|Pizza|Salad|Continental|Desserts|Beverages
Tomba Kitchens,"Naga, Chinese, Beverages",Ejipura,1,1,1,0,3.9,78,4.4,931,300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Naga|Chinese|Beverages
NH8,"Rajasthani, North Indian",Indiranagar,1,1,1,0,4.3,3015,3.5,1988,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthani|North Indian
Chaatimes,Street Food,Indiranagar,1,1,0,0,,0,4.0,1373,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
Chichaba's Taj,"North Indian, Chinese, Desserts",Frazer Town,1,1,1,0,4.0,536,4.0,3492,800,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Desserts
Lo! - Low Carb and Keto Foods,"Healthy Food, North Indian, Fast Food, Desserts",Domlur,1,0,0,0,,0,4.2,434,150,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food|North Indian|Fast Food|Desserts
Sweet Truth - Cake and Desserts,Bakery,Indiranagar,1,0,0,0,,0,3.6,610,250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Restaurant Chef Pillai,"South Indian, Seafood, Biryani",Whitefield,1,1,1,0,3.6,34,4.1,302,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,South Indian|Seafood|Biryani
Venus Biryani,"Biryani, Chettinad",Domlur,1,1,1,0,2.9,147,4.0,9316,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chettinad
Suchithra Biryani House,"Biryani, Andhra, North Indian, Chinese, Mughlai",Old Airport Road,1,1,1,0,3.9,357,4.1,2426,800,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Biryani|Andhra|North Indian|Chinese|Mughlai
Cafe Coffee Day,"Coffee, Fast Food, Desserts, Beverages",Indiranagar,1,1,1,0,3.1,83,3.9,738,600,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Fast Food|Desserts|Beverages
Burnout Cafe,"Fast Food, Continental, Beverages, Desserts",Infantry Road,1,1,1,0,3.9,262,3.6,70,700,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Continental|Beverages|Desserts
Apsara Ice Creams,"Ice Cream, Desserts",Indiranagar,1,1,1,0,4.3,265,4.5,497,400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts
Momo Zone - The Momo Company,"Momos, Fast Food",Domlur,1,0,0,0,,0,3.6,56,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Fast Food
WOW! China,"Chinese, Rolls, Desserts, Shake",Church Street,1,1,1,0,3.8,23,3.5,512,600,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chinese|Rolls|Desserts|Shake
Sendhoor Coffee,"Beverages, Street Food",Jeevan Bhima Nagar,1,1,0,0,4.1,0,3.7,187,200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Beverages|Street Food
Sri Venkateshwara Sweetmeat Stall,"Mithai, Street Food, Fast Food, North Indian",Majestic,1,1,1,1,4.0,99,4.4,428,400,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food|Fast Food|North Indian
KC Das - Sweet Bite,"Mithai, Street Food",Frazer Town,1,1,1,1,3.6,35,4.3,341,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food
Chung Wah,"Chinese, Thai, Vietnamese",Residency Road,1,1,1,0,4.0,350,4.1,3853,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai|Vietnamese
Srinidhi Veg Food Court,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages",Kalyan Nagar,1,1,1,1,3.8,127,4.0,4398,300,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Fast Food|Street Food|Desserts|Beverages
Sri Srinivas Pork Hotel,Fast Food,Ejipura,1,1,1,0,3.5,39,3.5,1892,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food
Momo Monk,Momos,Jeevan Bhima Nagar,1,1,0,0,,0,4.3,629,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos
Cream Stone,"Ice Cream, Desserts, Beverages, Shake",Domlur,1,0,0,0,,0,4.2,461,150,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages|Shake
TrueCakes,Bakery,Kammanahalli,1,1,1,1,,0,4.0,58,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Paratha Box - 2X Filling,"North Indian, Beverages",Indiranagar,1,0,0,0,,0,3.8,0,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Beverages
Sri Banashankari Donne Biriyani,"Biryani, South Indian, Seafood",Banaswadi,1,1,1,0,3.6,82,3.6,6387,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Biryani|South Indian|Seafood
BigBites,"Momos, Fast Food",Indiranagar,1,0,0,0,,0,4.1,3,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Fast Food
Hamza Hotel,"North Indian, Chinese, Mughlai, Biryani",Shivajinagar,1,1,1,0,3.9,306,4.1,2613,650,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Mughlai|Biryani
The Thick Shake Factory,"Beverages, Shake",Indiranagar,1,1,0,0,,0,4.3,149,250,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Shake
Zomoz - The Momo Company,"Momos, Fast Food",Indiranagar,1,0,0,0,,0,4.2,528,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos|Fast Food
Home Plate by EatFit,"North Indian, Beverages",Indiranagar,1,0,0,0,,0,3.6,13,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Beverages
Juicy,"Beverages, Juices, Desserts, Sandwich, Fast Food, Shake",Old Airport Road,1,1,0,0,4.0,140,4.1,6654,400,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Beverages|Juices|Desserts|Sandwich|Fast Food|Shake
Third Wave Coffee,"Fast Food, Beverages",Indiranagar,1,1,1,0,4.1,378,4.1,619,400,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Beverages
The Bengal Club,"Bengali, Biryani, Rolls",Domlur,1,1,0,0,,0,3.8,455,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengali|Biryani|Rolls
Srinidhi Sagar,"South Indian, North Indian, Chinese, Street Food, Shake",Old Airport Road,1,1,1,1,3.8,202,3.8,4848,300,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Street Food|Shake
Saapaad,"South Indian, Biryani, Beverages",Koramangala 6th Block,1,1,1,0,4.1,346,3.6,4269,350,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani|Beverages
Sri Ganesh Juice Junction,"Beverages, Juices, Fast Food, Shake",Koramangala 5th Block,1,1,0,0,,0,3.8,25700,50,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Juices|Fast Food|Shake
Bowl 99,"North Indian, Mughlai, Desserts",Thippasandra,1,0,0,0,,0,3.3,41,300,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai|Desserts
Preethi's Biryani Hub,"Biryani, South Indian, Beverages",Whitefield,1,1,0,0,,0,4.0,2923,300,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Beverages
Gramin,"North Indian, Healthy Food, Beverages, Shake",Koramangala 7th Block,1,1,1,1,4.3,3655,4.2,5426,1000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Healthy Food|Beverages|Shake
Karama Restaurant,"Arabian, Mughlai, Seafood, North Indian, Biryani, Shake",Frazer Town,1,1,1,0,4.2,4094,3.8,14500,750,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Arabian|Mughlai|Seafood|North Indian|Biryani|Shake
Hyderabadi Biryani Utsav,"Biryani, Hyderabadi, North Indian, Chinese",Old Madras Road,1,1,1,0,3.8,234,4.0,3249,500,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Hyderabadi|North Indian|Chinese
Daily Sushi,"Japanese, Korean, Sushi, Asian",Old Madras Road,1,0,0,0,,0,4.0,464,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japanese|Korean|Sushi|Asian
